Number of tokens,Most frequent tokens,"Most frequent tokens, no punctuation","Most frequent tokens, no stopwords",Most frequent bigrams,"Most frequent bigrams, no punctuation","Most frequent bigrams, no stopwords",Number of sents,Most frequent PoS,Sentence Word Ratio,Type Token Ratio,Target
2259,"[('the', 223), (',', 136), ('of', 132), ('to', 85), ('be', 65), ('in', 51), ('.', 49), ('a', 44), ('and', 37), ('it', 33), ('will', 29), ('would', 25), ('which', 24), ('that', 24), ('as', 18), ('this', 18), ('not', 18), ('or', 18), ('is', 17), ('have', 17)]","[('the', 223), ('of', 132), ('to', 85), ('be', 65), ('in', 51), ('a', 44), ('and', 37), ('it', 33), ('will', 29), ('would', 25), ('which', 24), ('that', 24), ('as', 18), ('this', 18), ('not', 18), ('or', 18), ('is', 17), ('have', 17), ('for', 16), ('by', 16)]","[('court', 15), ('impeachments', 9), ('senate', 7), ('plan', 7), ('trial', 7), ('government', 7), ('public', 6), ('ought', 6), ('judges', 6), ('convention', 5), ('men', 5), ('cases', 5), ('decision', 5), ('numerous', 5), ('new', 4), ('state', 4), ('trust', 4), ('prosecution', 4), ('representatives', 4), ('impeachment', 4)]","[('of the', 42), ('in the', 22), ('to the', 16), (', and', 16), ('to be', 14), (', in', 11), ('will be', 10), ('. the', 10), ('that the', 10), ('from the', 9), ('of impeachments', 9), ('be the', 9), ('have been', 9), ('for the', 8), (', as', 8), ('by the', 8), ('the senate', 7), (', or', 7), ('the most', 7), ('will not', 7)]","[('of the', 42), ('in the', 22), ('to the', 16), ('to be', 14), ('will be', 10), ('that the', 10), ('from the', 9), ('of impeachments', 9), ('be the', 9), ('have been', 9), ('for the', 8), ('by the', 8), ('the senate', 7), ('the most', 7), ('will not', 7), ('would be', 7), ('it will', 6), ('of a', 6), ('it is', 6), ('to a', 6)]","[('court trial', 4), ('trial impeachments', 4), ('supreme court', 4), ('court impeachments', 4), ('new york', 2), ('plan convention', 2), ('judicial character', 2), ('public men', 2), ('legislative body', 2), ('life estate', 2), ('constitution ought', 2), ('standard perfection', 2), ('65 powers', 1), ('powers senate', 1), ('senate continued', 1), ('continued new', 1), ('york packet', 1), ('packet friday', 1), ('friday march', 1), ('march 7', 1)]",80,"[('NOUN', 409), ('ADP', 308), ('DET', 307), ('PUNCT', 216), ('AUX', 216), ('SPACE', 181), ('VERB', 177), ('ADJ', 170), ('PRON', 148), ('ADV', 81), ('PART', 72), ('CCONJ', 62), ('SCONJ', 45), ('PROPN', 39), ('NUM', 9)]",0.035413899955732624,0.3050022133687472,Hamilton
2560,"[('the', 254), (',', 185), ('of', 169), ('to', 86), ('in', 71), ('.', 55), ('a', 50), ('and', 42), ('be', 39), ('that', 36), ('it', 35), ('is', 29), ('senate', 24), ('not', 24), ('will', 23), ('with', 23), ('as', 21), ('this', 21), ('for', 17), ('they', 17)]","[('the', 254), ('of', 169), ('to', 86), ('in', 71), ('a', 49), ('and', 42), ('be', 39), ('that', 36), ('it', 35), ('is', 29), ('senate', 24), ('not', 24), ('will', 23), ('with', 23), ('as', 21), ('this', 21), ('for', 17), ('if', 16), ('they', 16), ('which', 15)]","[('senate', 24), ('power', 10), ('impeachments', 10), ('body', 10), ('executive', 10), ('court', 8), ('objection', 6), ('influence', 6), ('house', 6), ('majority', 6), ('choice', 6), ('new', 5), ('government', 5), ('judges', 5), ('thirds', 5), ('plan', 5), ('principle', 5), ('representatives', 5), ('punishment', 5), ('state', 4)]","[('of the', 75), ('in the', 25), ('the senate', 23), ('to the', 18), ('. the', 15), (', in', 14), (', that', 13), (', and', 11), ('that the', 10), ('the executive', 10), ('senate ,', 10), ('for the', 9), ('to be', 9), (', to', 9), ('it is', 9), (', it', 9), (', if', 9), (', is', 8), ('of a', 8), (', the', 7)]","[('of the', 75), ('in the', 25), ('the senate', 23), ('to the', 18), ('that the', 10), ('the executive', 10), ('for the', 9), ('to be', 9), ('it is', 9), ('of a', 8), ('power of', 6), ('from the', 6), ('of impeachments', 6), ('the same', 6), ('of that', 6), ('has been', 6), ('upon the', 6), ('will be', 6), ('with the', 6), ('in all', 6)]","[('court impeachments', 5), ('thirds senate', 4), ('house representatives', 4), ('plan convention', 3), ('objection senate', 3), ('new york', 2), ('court trial', 2), ('trial impeachments', 2), ('partial intermixture', 2), ('chancellor judges', 2), ('judiciary authority', 2), ('senate court', 2), ('formation treaties', 2), ('power making', 2), ('making treaties', 2), ('executive power', 2), ('influence body', 2), ('appointments office', 2), ('choice executive', 2), ('majority house', 2)]",79,"[('NOUN', 444), ('ADP', 384), ('DET', 356), ('PUNCT', 263), ('SPACE', 204), ('VERB', 198), ('ADJ', 190), ('AUX', 188), ('PRON', 180), ('ADV', 80), ('PROPN', 69), ('PART', 68), ('SCONJ', 65), ('CCONJ', 62), ('NUM', 13)]",0.030859375,0.276171875,Hamilton
1870,"[('the', 185), (',', 113), ('of', 110), ('to', 84), ('.', 46), ('and', 46), ('in', 36), ('which', 26), ('a', 24), ('have', 21), ('it', 20), ('is', 18), ('be', 18), ('""', 18), ('been', 17), ('that', 16), ('not', 15), ('as', 15), ('senate', 15), ('by', 14)]","[('the', 185), ('of', 110), ('to', 84), ('and', 46), ('in', 36), ('which', 26), ('a', 24), ('have', 21), ('it', 20), ('is', 18), ('be', 18), ('been', 17), ('that', 16), ('not', 15), ('as', 15), ('senate', 15), ('by', 14), ('with', 12), ('this', 12), ('has', 12)]","[('senate', 15), ('vacancies', 12), ('appointments', 12), ('power', 11), ('president', 10), ('states', 9), ('united', 8), ('clause', 8), ('shall', 7), ('recess', 7), ('session', 7), ('state', 6), ('constitution', 6), ('officers', 6), ('body', 6), ('temporary', 6), ('second', 5), ('fill', 5), ('people', 4), ('intended', 4)]","[('of the', 52), ('to the', 25), ('in the', 12), (', and', 12), ('the senate', 11), ('. the', 10), ('the president', 9), ('have been', 8), ('united states', 8), ('has been', 7), ('the united', 7), (', in', 7), (', the', 7), ('senate ,', 7), ('the constitution', 6), ('; and', 6), ('of a', 6), (', to', 6), (', which', 6), ('it is', 6)]","[('of the', 52), ('to the', 25), ('in the', 12), ('the senate', 11), ('the president', 9), ('have been', 8), ('united states', 8), ('has been', 7), ('the united', 7), ('the constitution', 6), ('of a', 6), ('it is', 6), ('the recess', 6), ('recess of', 6), ('president of', 5), ('with the', 5), ('at the', 5), ('power of', 5), ('vacancies in', 5), ('which shall', 5)]","[('united states', 8), ('president united', 5), ('vacancies senate', 4), ('temporary appointments', 4), ('new york', 3), ('power filling', 3), ('fill vacancies', 3), ('recess senate', 3), ('expire end', 3), ('end session', 3), ('national senate', 3), ('executive department', 2), ('proposed government', 2), ('taken pains', 2), ('king great', 2), ('great britain', 2), ('general spirit', 2), ('casual vacancies', 2), ('false unfounded', 2), ('second clause', 2)]",56,"[('NOUN', 335), ('ADP', 253), ('DET', 242), ('PUNCT', 194), ('VERB', 186), ('SPACE', 153), ('ADJ', 132), ('AUX', 122), ('PRON', 117), ('PART', 70), ('ADV', 61), ('PROPN', 60), ('CCONJ', 58), ('SCONJ', 26), ('NUM', 14)]",0.029946524064171122,0.31336898395721924,Hamilton
1711,"[('the', 145), (',', 100), ('of', 89), ('to', 76), ('.', 47), ('in', 40), ('be', 36), ('and', 30), ('a', 30), ('that', 20), ('it', 20), ('is', 19), ('president', 18), ('for', 17), ('as', 17), ('which', 15), ('have', 14), ('who', 13), ('this', 13), ('will', 13)]","[('the', 145), ('of', 89), ('to', 76), ('in', 40), ('be', 36), ('and', 30), ('a', 30), ('it', 20), ('is', 19), ('that', 19), ('for', 17), ('as', 17), ('which', 15), ('president', 14), ('have', 14), ('who', 13), ('this', 13), ('will', 13), ('from', 12), ('not', 12)]","[('president', 14), ('state', 10), ('people', 9), ('government', 7), ('election', 6), ('choice', 6), ('body', 6), ('number', 6), ('states', 5), ('person', 5), ('chosen', 5), ('votes', 5), ('office', 5), ('appointment', 4), ('united', 4), ('important', 4), ('making', 4), ('men', 4), ('electors', 4), ('vote', 4)]","[('of the', 28), ('to the', 15), ('in the', 15), (', and', 12), (', that', 11), ('to be', 11), ('the president', 10), ('the people', 9), ('that the', 9), ('for the', 8), (', in', 8), ('. the', 7), ('. it', 6), ('will be', 6), ('number of', 6), (', who', 5), ('it is', 5), (', the', 5), ('by the', 5), (', to', 5)]","[('of the', 28), ('to the', 15), ('in the', 15), ('to be', 11), ('the president', 10), ('the people', 9), ('that the', 9), ('for the', 8), ('will be', 6), ('number of', 6), ('it is', 5), ('by the', 5), ('the state', 4), ('the united', 4), ('united states', 4), ('the choice', 4), ('choice of', 4), ('of a', 4), ('might be', 4), ('is to', 4)]","[('united states', 4), ('people state', 2), ('eminent degree', 2), ('chosen people', 2), ('number persons', 2), ('president united', 2), ('purpose making', 2), ('national government', 2), ('number votes', 2), ('house representatives', 2), ('office president', 2), ('68 mode', 1), ('mode electing', 1), ('electing president', 1), ('president independent', 1), ('independent journal', 1), ('journal wednesday', 1), ('wednesday march', 1), ('march 12', 1), ('12 1788', 1)]",62,"[('NOUN', 307), ('ADP', 241), ('DET', 213), ('PUNCT', 166), ('VERB', 146), ('SPACE', 139), ('AUX', 138), ('ADJ', 132), ('PRON', 121), ('PART', 61), ('ADV', 50), ('CCONJ', 45), ('PROPN', 42), ('SCONJ', 33), ('NUM', 14), ('X', 2)]",0.03623611922852133,0.31268264172998245,Hamilton
3388,"[('the', 323), ('of', 234), (',', 217), ('and', 104), ('to', 102), ('.', 89), ('in', 73), ('a', 66), ('is', 53), ('be', 51), ('that', 46), (';', 36), ('this', 32), ('it', 30), ('would', 27), ('president', 24), ('governor', 22), ('by', 22), ('new', 21), ('power', 21)]","[('the', 323), ('of', 234), ('and', 104), ('to', 102), ('in', 69), ('a', 66), ('is', 53), ('be', 51), ('that', 46), ('this', 32), ('it', 30), ('would', 27), ('president', 24), ('governor', 22), ('by', 22), ('new', 21), ('power', 21), ('which', 20), ('can', 20), ('other', 20)]","[('president', 24), ('governor', 22), ('new', 21), ('power', 21), ('york', 17), ('states', 16), ('king', 15), ('great', 13), ('united', 13), ('britain', 12), ('authority', 11), ('state', 10), ('respect', 9), ('time', 8), ('legislature', 8), ('national', 7), ('constitution', 7), ('government', 7), ('treaties', 7), ('magistrate', 6)]","[('of the', 92), ('. the', 36), (', and', 27), ('the president', 22), ('to the', 21), ('in the', 19), ('the governor', 18), ('new york', 17), ('of new', 17), ('in this', 16), (', in', 15), ('governor of', 15), ('by the', 15), ('; and', 14), ('to be', 13), ('the united', 13), ('united states', 13), ('the other', 13), ('power of', 13), ('that of', 13)]","[('of the', 92), ('the president', 22), ('to the', 21), ('in the', 19), ('the governor', 18), ('new york', 17), ('of new', 17), ('in this', 16), ('governor of', 15), ('by the', 15), ('to be', 13), ('the united', 13), ('united states', 13), ('the other', 13), ('power of', 13), ('that of', 13), ('the king', 12), ('king of', 12), ('of great', 12), ('great britain', 12)]","[('new york', 17), ('governor new', 13), ('united states', 13), ('king great', 12), ('great britain', 12), ('power president', 6), ('president united', 4), ('command militia', 4), ('chief magistrate', 3), ('states power', 3), ('absolute negative', 3), ('army navy', 3), ('cases impeachment', 3), ('elected years', 2), ('years reeligible', 2), ('shall think', 2), ('single state', 2), ('duration years', 2), ('magistrate union', 2), ('ordinary course', 2)]",119,"[('NOUN', 634), ('ADP', 489), ('DET', 452), ('PUNCT', 366), ('SPACE', 262), ('VERB', 240), ('ADJ', 231), ('AUX', 230), ('PRON', 193), ('PROPN', 163), ('CCONJ', 130), ('ADV', 82), ('SCONJ', 76), ('PART', 66), ('NUM', 35), ('X', 1)]",0.03512396694214876,0.2449822904368359,Hamilton
3779,"[('the', 307), (',', 242), ('of', 195), ('to', 134), ('.', 110), ('in', 95), ('and', 84), ('a', 72), ('is', 55), ('it', 42), ('that', 39), ('be', 39), ('executive', 32), ('have', 32), ('which', 30), ('they', 30), ('as', 26), ('or', 25), (';', 24), ('for', 24)]","[('the', 307), ('of', 195), ('to', 132), ('in', 95), ('and', 84), ('a', 72), ('is', 55), ('it', 42), ('be', 39), ('that', 37), ('executive', 32), ('have', 32), ('which', 30), ('they', 30), ('as', 26), ('or', 25), ('for', 24), ('are', 23), ('their', 22), ('may', 21)]","[('executive', 32), ('council', 15), ('government', 13), ('man', 9), ('single', 9), ('plurality', 9), ('public', 9), ('power', 8), ('responsibility', 8), ('number', 8), ('state', 7), ('republic', 7), ('great', 7), ('punishment', 7), ('people', 6), ('energy', 6), ('numerous', 6), ('equal', 6), ('authority', 6), ('consuls', 6)]","[('of the', 58), ('in the', 38), ('to the', 29), (', and', 29), ('the executive', 24), ('. the', 15), (', in', 15), ('of a', 13), ('for the', 13), (', the', 12), (', that', 11), ('it is', 11), (', to', 10), ('have been', 10), ('. but', 10), ('that the', 9), ('from the', 8), ('. it', 8), (', as', 8), ('the most', 8)]","[('of the', 58), ('in the', 38), ('to the', 29), ('the executive', 24), ('of a', 13), ('for the', 13), ('it is', 11), ('that the', 10), ('have been', 10), ('from the', 8), ('the most', 8), ('to be', 8), ('has been', 7), ('by the', 7), ('in a', 7), ('the first', 7), ('may have', 7), ('as to', 7), ('the people', 6), ('of their', 6)]","[('plurality executive', 5), ('ingredients constitute', 4), ('multiplication executive', 4), ('executive department', 3), ('new york', 3), ('energy executive', 3), ('equal dignity', 3), ('dignity authority', 3), ('public trust', 3), ('ought fall', 3), ('public opinion', 3), ('power single', 2), ('single man', 2), ('feeble execution', 2), ('execution government', 2), ('constitute energy', 2), ('constitute safety', 2), ('safety republican', 2), ('republican sense', 2), ('executive numerous', 2)]",130,"[('NOUN', 720), ('ADP', 521), ('DET', 459), ('PUNCT', 402), ('SPACE', 304), ('ADJ', 300), ('VERB', 293), ('PRON', 275), ('AUX', 260), ('ADV', 172), ('CCONJ', 127), ('SCONJ', 87), ('PART', 82), ('PROPN', 47), ('NUM', 30), ('X', 4)]",0.03440063508864779,0.2535062185763429,Hamilton
1980,"[('the', 183), (',', 136), ('of', 101), ('to', 78), ('a', 45), ('.', 43), ('in', 40), ('and', 39), ('be', 38), ('it', 30), ('that', 22), ('his', 19), ('which', 19), ('as', 17), ('or', 17), ('they', 17), ('from', 16), (';', 16), ('would', 16), ('by', 15)]","[('the', 183), ('of', 101), ('to', 78), ('a', 45), ('in', 40), ('and', 39), ('be', 38), ('it', 30), ('that', 22), ('his', 19), ('which', 19), ('as', 17), ('or', 17), ('they', 17), ('from', 16), ('would', 16), ('by', 15), ('with', 14), ('is', 14), ('he', 14)]","[('people', 12), ('executive', 11), ('duration', 10), ('firmness', 6), ('legislative', 6), ('office', 5), ('new', 5), ('man', 5), ('government', 5), ('magistrate', 4), ('time', 4), ('body', 4), ('legislature', 4), ('men', 4), ('public', 4), ('conduct', 4), ('power', 4), ('answer', 4), ('years', 4), ('principle', 3)]","[('of the', 41), ('to the', 19), ('in the', 13), ('the people', 12), (', and', 12), ('the executive', 11), ('from the', 10), (', that', 9), (', in', 8), ('of his', 8), ('it is', 8), ('in a', 8), ('; and', 7), ('the other', 7), (', or', 7), ('. the', 7), (', as', 7), (', by', 7), ('to be', 7), (', to', 7)]","[('of the', 41), ('to the', 19), ('in the', 13), ('the people', 12), ('the executive', 11), ('from the', 10), ('of his', 8), ('it is', 8), ('in a', 8), ('the other', 7), ('to be', 7), ('of a', 7), ('the legislative', 6), ('and the', 6), ('will be', 5), ('a man', 5), ('for the', 5), ('the one', 5), ('he might', 5), ('which the', 5)]","[('duration office', 4), ('legislative body', 3), ('executive judiciary', 3), ('duration years', 3), ('new york', 2), ('firmness executive', 2), ('answer end', 2), ('end proposed', 2), ('house commons', 2), ('71 duration', 1), ('office executive', 1), ('executive new', 1), ('york packet', 1), ('packet tuesday', 1), ('tuesday march', 1), ('march 18', 1), ('18 1788', 1), ('1788 people', 1), ('people state', 1), ('state new', 1)]",53,"[('NOUN', 352), ('ADP', 264), ('DET', 253), ('PUNCT', 204), ('PRON', 173), ('ADJ', 161), ('SPACE', 154), ('VERB', 153), ('AUX', 139), ('CCONJ', 69), ('ADV', 63), ('SCONJ', 55), ('PART', 52), ('PROPN', 24), ('NUM', 17), ('X', 1)]",0.026767676767676767,0.31313131313131315,Hamilton
2303,"[('the', 181), (',', 154), ('of', 121), ('to', 99), ('a', 55), ('and', 53), ('.', 48), ('be', 41), ('in', 35), ('his', 35), ('he', 26), ('would', 25), ('is', 24), ('it', 22), ('which', 20), ('that', 19), ('by', 17), ('or', 16), ('as', 16), ('from', 15)]","[('the', 181), ('of', 121), ('to', 99), ('a', 55), ('and', 53), ('be', 41), ('in', 35), ('his', 35), ('he', 26), ('would', 25), ('is', 24), ('it', 22), ('which', 20), ('that', 19), ('by', 17), ('or', 16), ('as', 16), ('from', 15), ('for', 14), ('not', 13)]","[('exclusion', 11), ('men', 10), ('man', 9), ('people', 8), ('administration', 7), ('magistrate', 7), ('office', 7), ('time', 6), ('executive', 5), ('government', 5), ('conduct', 5), ('best', 5), ('community', 5), ('ill', 5), ('effect', 5), ('greater', 5), ('public', 4), ('chief', 4), ('stability', 4), ('measures', 4)]","[('of the', 43), (', and', 23), ('to the', 19), ('of his', 11), (', to', 10), ('would be', 10), ('in the', 10), (', the', 9), ('to be', 9), ('the people', 8), (', in', 8), ('from the', 7), ('it is', 7), ('of a', 7), ('that the', 7), (', would', 7), ('the exclusion', 7), ('. the', 6), ('exclusion would', 6), ('man ,', 6)]","[('of the', 43), ('to the', 19), ('of his', 11), ('would be', 10), ('in the', 10), ('to be', 9), ('the people', 8), ('from the', 7), ('it is', 7), ('of a', 7), ('that the', 7), ('the exclusion', 7), ('exclusion would', 6), ('the same', 5), ('the administration', 5), ('by the', 5), ('the community', 5), ('ill effect', 5), ('effect of', 5), ('when he', 5)]","[('ill effect', 5), ('effect exclusion', 5), ('chief magistrate', 4), ('administration government', 3), ('desirable essential', 3), ('magistrate office', 2), ('system administration', 2), ('change men', 2), ('forward time', 2), ('essential quality', 2), ('exclusion perpetual', 2), ('72 subject', 1), ('subject continued', 1), ('continued reeligibility', 1), ('reeligibility executive', 1), ('executive considered', 1), ('considered independent', 1), ('independent journal', 1), ('journal wednesday', 1), ('wednesday march', 1)]",65,"[('NOUN', 441), ('ADP', 294), ('DET', 276), ('PUNCT', 230), ('VERB', 207), ('PRON', 200), ('SPACE', 186), ('ADJ', 175), ('AUX', 167), ('ADV', 86), ('CCONJ', 77), ('PART', 74), ('SCONJ', 55), ('PROPN', 11), ('NUM', 7), ('X', 3)]",0.02822405557967868,0.3065566652192792,Hamilton
2660,"[('the', 212), (',', 161), ('of', 144), ('to', 83), ('.', 75), ('a', 64), ('in', 62), ('be', 49), ('and', 43), ('it', 43), ('that', 40), ('is', 29), ('would', 29), ('this', 27), ('by', 27), ('his', 25), ('or', 24), ('executive', 21), ('which', 20), ('will', 19)]","[('the', 212), ('of', 144), ('to', 83), ('a', 64), ('in', 62), ('be', 49), ('and', 43), ('it', 43), ('that', 40), ('is', 29), ('would', 29), ('this', 27), ('by', 27), ('his', 25), ('or', 24), ('executive', 21), ('which', 20), ('will', 19), ('power', 18), ('for', 15)]","[('executive', 21), ('power', 18), ('legislative', 14), ('body', 12), ('negative', 10), ('laws', 7), ('magistrate', 6), ('shall', 6), ('period', 6), ('propriety', 6), ('case', 6), ('legislature', 5), ('men', 5), ('president', 5), ('united', 5), ('good', 5), ('influence', 5), ('exercised', 5), ('new', 4), ('state', 4)]","[('of the', 51), ('in the', 26), ('the executive', 20), ('to the', 14), ('the legislative', 14), ('. it', 13), ('it is', 13), ('. the', 11), (', or', 11), ('to be', 11), (', and', 10), ('would be', 10), ('legislative body', 10), ('upon the', 10), (', that', 9), ('in a', 9), ('executive ,', 8), (', in', 8), ('; and', 8), ('by the', 8)]","[('of the', 51), ('in the', 26), ('the executive', 20), ('to the', 14), ('the legislative', 14), ('it is', 13), ('to be', 11), ('would be', 10), ('legislative body', 10), ('upon the', 10), ('in a', 9), ('by the', 8), ('has been', 8), ('that the', 8), ('of his', 8), ('of a', 7), ('the other', 7), ('the power', 6), ('from the', 5), ('the legislature', 5)]","[('legislative body', 10), ('united states', 4), ('president united', 3), ('qualified negative', 3), ('provision support', 2), ('new york', 2), ('executive authority', 2), ('legislative department', 2), ('power necessary', 2), ('shall elected', 2), ('resolutions houses', 2), ('propriety negative', 2), ('rights executive', 2), ('power question', 2), ('public good', 2), ('executive magistrate', 2), ('bad laws', 2), ('far probable', 2), ('exercise power', 2), ('73 provision', 1)]",91,"[('NOUN', 472), ('ADP', 358), ('DET', 329), ('PUNCT', 261), ('VERB', 229), ('AUX', 224), ('PRON', 211), ('SPACE', 209), ('ADJ', 201), ('ADV', 93), ('CCONJ', 92), ('PART', 72), ('SCONJ', 64), ('PROPN', 34), ('NUM', 19), ('X', 1)]",0.034210526315789476,0.28233082706766915,Hamilton
1162,"[('the', 109), ('of', 85), (',', 76), ('to', 36), ('.', 33), ('a', 27), ('and', 25), ('in', 25), ('be', 24), ('it', 14), ('that', 13), ('or', 12), ('is', 11), ('which', 11), ('as', 10), ('for', 9), ('would', 9), ('this', 8), ('might', 8), ('power', 7)]","[('the', 109), ('of', 85), ('to', 36), ('a', 27), ('and', 25), ('be', 24), ('in', 24), ('it', 14), ('that', 13), ('or', 12), ('is', 11), ('which', 11), ('as', 10), ('for', 9), ('would', 9), ('this', 8), ('might', 8), ('power', 7), ('may', 7), ('an', 7)]","[('power', 7), ('states', 5), ('pardoning', 4), ('president', 4), ('united', 4), ('body', 4), ('executive', 3), ('chief', 3), ('magistrate', 3), ('direction', 3), ('single', 3), ('hand', 3), ('guilt', 3), ('man', 3), ('weakness', 3), ('treason', 3), ('ought', 3), ('case', 3), ('military', 2), ('new', 2)]","[('of the', 33), ('to the', 11), (', that', 9), ('to be', 8), (', and', 6), ('. the', 6), (', in', 5), ('in the', 5), ('power of', 4), ('the president', 4), ('the united', 4), ('united states', 4), ('. ""', 4), ('it is', 4), (', it', 4), ('of a', 4), (', would', 4), (', when', 4), ('the executive', 3), ('the chief', 3)]","[('of the', 33), ('to the', 11), ('to be', 8), ('in the', 5), ('power of', 4), ('the president', 4), ('the united', 4), ('united states', 4), ('it is', 4), ('of a', 4), ('the executive', 3), ('the chief', 3), ('chief magistrate', 3), ('the direction', 3), ('direction of', 3), ('a single', 3), ('the power', 3), ('as the', 3), ('of pardoning', 3), ('it may', 3)]","[('united states', 4), ('chief magistrate', 3), ('new york', 2), ('direction war', 2), ('common strength', 2), ('single man', 2), ('motives plead', 2), ('power pardoning', 2), ('74 command', 1), ('command military', 1), ('military naval', 1), ('naval forces', 1), ('forces pardoning', 1), ('pardoning power', 1), ('power executive', 1), ('executive new', 1), ('york packet', 1), ('packet tuesday', 1), ('tuesday march', 1), ('march 25', 1)]",45,"[('NOUN', 224), ('ADP', 162), ('DET', 150), ('PUNCT', 127), ('SPACE', 92), ('VERB', 92), ('ADJ', 84), ('AUX', 83), ('PRON', 65), ('ADV', 39), ('CCONJ', 38), ('SCONJ', 35), ('PROPN', 33), ('PART', 25), ('NUM', 5)]",0.0387263339070568,0.38209982788296043,Hamilton
2180,"[('the', 211), ('of', 150), (',', 141), ('to', 91), ('a', 52), ('.', 49), ('in', 44), ('and', 36), ('that', 35), ('be', 28), ('it', 27), ('would', 27), ('is', 17), ('as', 17), ('which', 17), ('have', 16), ('by', 16), ('with', 15), ('power', 14), ('this', 14)]","[('the', 211), ('of', 150), ('to', 91), ('a', 52), ('in', 44), ('and', 36), ('that', 35), ('be', 28), ('it', 27), ('would', 27), ('is', 17), ('as', 17), ('which', 17), ('have', 16), ('by', 16), ('with', 15), ('power', 14), ('this', 14), ('not', 13), ('senate', 12)]","[('power', 14), ('senate', 12), ('treaties', 12), ('members', 10), ('executive', 9), ('making', 9), ('body', 9), ('number', 8), ('foreign', 8), ('president', 7), ('thirds', 6), ('objection', 6), ('shall', 6), ('powers', 5), ('ought', 5), ('magistrate', 5), ('greater', 5), ('people', 4), ('state', 4), ('new', 4)]","[('of the', 59), ('in the', 20), ('to the', 19), (', and', 15), ('. the', 12), ('of a', 11), ('the senate', 10), ('that the', 10), ('the executive', 8), (', to', 8), (', that', 8), ('power of', 7), ('the power', 7), ('of making', 7), ('the members', 7), (', in', 7), ('would be', 7), (', by', 7), (', would', 7), ('with the', 6)]","[('of the', 59), ('in the', 20), ('to the', 19), ('of a', 11), ('the senate', 10), ('that the', 10), ('the executive', 8), ('power of', 7), ('the power', 7), ('of making', 7), ('the members', 7), ('would be', 7), ('with the', 6), ('two thirds', 6), ('thirds of', 6), ('making treaties', 6), ('have been', 6), ('from the', 6), ('to a', 6), ('and the', 6)]","[('power making', 6), ('making treaties', 6), ('thirds members', 4), ('house representatives', 3), ('formation treaties', 3), ('intermixture powers', 2), ('number persons', 2), ('members present', 2), ('legislative executive', 2), ('common strength', 2), ('executive magistrate', 2), ('power question', 2), ('foreign negotiations', 2), ('hereditary monarch', 2), ('foreign powers', 2), ('single member', 2), ('members vote', 2), ('active voices', 2), ('75 treatymaking', 1), ('treatymaking power', 1)]",57,"[('NOUN', 413), ('ADP', 314), ('DET', 304), ('PUNCT', 207), ('VERB', 186), ('SPACE', 171), ('ADJ', 169), ('AUX', 142), ('PRON', 124), ('ADV', 75), ('PART', 65), ('SCONJ', 60), ('CCONJ', 59), ('PROPN', 47), ('NUM', 15)]",0.02614678899082569,0.30642201834862387,Hamilton
2189,"[('the', 172), (',', 142), ('of', 117), ('to', 83), ('be', 58), ('.', 57), ('in', 50), ('and', 48), ('a', 48), ('that', 34), ('it', 26), ('or', 23), ('would', 23), ('is', 20), ('by', 20), ('will', 20), ('not', 17), ('have', 16), ('which', 16), ('his', 16)]","[('the', 172), ('of', 117), ('to', 83), ('be', 58), ('in', 50), ('and', 48), ('a', 48), ('that', 34), ('it', 26), ('or', 23), ('would', 23), ('is', 20), ('by', 20), ('will', 20), ('not', 17), ('have', 16), ('which', 16), ('his', 16), ('as', 15), ('this', 14)]","[('body', 14), ('man', 12), ('power', 9), ('senate', 9), ('nomination', 9), ('men', 8), ('president', 7), ('shall', 7), ('appointment', 6), ('assembly', 6), ('choice', 5), ('party', 5), ('office', 5), ('appointing', 4), ('executive', 4), ('united', 4), ('states', 4), ('offices', 4), ('single', 4), ('time', 4)]","[('of the', 31), ('in the', 21), ('. the', 14), (', that', 13), (', in', 12), ('would be', 12), ('to be', 11), ('to the', 10), (', and', 10), (', or', 10), ('will be', 10), ('that the', 10), ('the senate', 9), ('of a', 8), ('the president', 7), (', by', 7), ('. it', 7), ('it is', 7), ('; and', 7), (', which', 7)]","[('of the', 31), ('in the', 21), ('would be', 12), ('that the', 11), ('to be', 11), ('to the', 10), ('will be', 10), ('the senate', 9), ('of a', 8), ('the president', 7), ('it is', 7), ('power of', 6), ('of men', 6), ('by the', 6), ('in a', 5), ('it will', 5), ('the power', 5), ('upon the', 5), ('be the', 5), ('with the', 4)]","[('united states', 4), ('body men', 4), ('new york', 2), ('officers united', 2), ('power appointment', 2), ('single man', 2), ('power nomination', 2), ('man appointed', 2), ('nomination overruled', 2), ('spirit favoritism', 2), ('supposition universal', 2), ('human nature', 2), ('office united', 2), ('states shall', 2), ('76 appointing', 1), ('appointing power', 1), ('power executive', 1), ('executive new', 1), ('york packet', 1), ('packet tuesday', 1)]",71,"[('NOUN', 405), ('ADP', 289), ('DET', 260), ('PUNCT', 227), ('VERB', 192), ('AUX', 190), ('SPACE', 173), ('PRON', 164), ('ADJ', 148), ('CCONJ', 84), ('ADV', 67), ('PART', 66), ('SCONJ', 49), ('PROPN', 38), ('NUM', 10)]",0.03243490178163545,0.3015075376884422,Hamilton
